id,type,cost,weather_dpendence,pet_friendly,time_open,time_close,movie_genre,music_genre,hike_difficulty,cusine_type
1,concert,49,false,true,12:19 PM,2:03 AM,,Pop,,
2,concert,51,false,true,6:18 PM,3:36 PM,,Rock,,
3,concert,29,false,true,5:28 AM,7:54 PM,,Rock,,
4,concert,51,true,true,11:55 AM,11:02 AM,,Rap,,
5,concert,36,false,false,4:46 PM,8:11 AM,,Rap,,
6,concert,61,false,false,1:57 PM,11:20 PM,,Rap,,
7,concert,47,true,false,8:45 PM,3:55 AM,,Pop,,
8,concert,45,true,false,6:08 PM,9:02 AM,,Alternative,,
9,concert,51,false,true,1:50 AM,8:11 AM,,Alternative,,
10,concert,68,true,true,4:09 PM,5:11 PM,,Pop,,
11,concert,63,true,true,8:45 PM,1:46 PM,,Rock,,
12,concert,51,false,true,1:09 AM,3:35 AM,,Alternative,,
13,concert,55,true,true,5:43 PM,6:53 PM,,Rock,,
14,concert,47,true,false,4:31 AM,10:03 AM,,Rap,,
15,concert,68,true,true,1:53 AM,11:45 AM,,Rap,,
16,concert,48,true,false,7:49 PM,4:32 PM,,Rock,,
17,concert,41,true,true,1:08 AM,1:42 AM,,Rock,,
18,concert,56,false,false,3:35 PM,12:46 AM,,Rap,,
19,concert,49,true,false,9:38 AM,5:35 PM,,Pop,,
20,concert,70,true,true,7:21 AM,3:15 AM,,Rap,,
21,concert,41,false,true,8:47 AM,9:47 AM,,Rap,,
22,concert,38,true,true,6:29 AM,7:58 PM,,Pop,,
23,concert,59,true,false,12:54 AM,3:45 PM,,Rap,,
24,concert,56,false,true,3:50 AM,3:42 AM,,Rap,,
25,concert,45,false,true,2:32 AM,10:53 PM,,Alternative,,
26,concert,39,true,false,3:31 PM,4:50 AM,,Pop,,
27,concert,62,true,false,2:55 PM,7:45 AM,,Rap,,
28,concert,54,false,true,5:44 AM,6:59 PM,,Rap,,
29,concert,70,true,false,12:25 AM,7:47 AM,,Pop,,
30,concert,71,true,false,11:56 AM,6:53 AM,,Rap,,
31,concert,61,false,false,11:32 PM,7:59 AM,,Rock,,
32,concert,51,true,false,9:13 PM,2:43 PM,,Rock,,
33,concert,52,true,false,2:20 AM,5:35 PM,,Pop,,
34,concert,59,true,true,7:16 AM,2:23 AM,,Rock,,
35,concert,68,false,false,3:11 PM,8:21 AM,,Rock,,
36,concert,70,true,false,12:30 PM,2:53 AM,,Alternative,,
37,concert,32,false,true,3:51 PM,6:16 AM,,Rock,,
38,concert,47,true,true,12:59 PM,9:21 PM,,Alternative,,
39,concert,36,false,false,11:13 AM,10:41 PM,,Pop,,
40,concert,42,true,false,4:54 AM,1:26 AM,,Alternative,,
41,concert,40,false,true,2:52 AM,1:28 AM,,Rap,,
42,concert,56,false,false,11:46 PM,4:53 AM,,Alternative,,
43,concert,59,true,true,6:20 PM,5:06 AM,,Pop,,
44,concert,45,false,false,6:35 AM,6:57 PM,,Alternative,,
45,concert,46,true,true,1:26 PM,4:12 AM,,Rap,,
46,concert,58,false,true,6:08 AM,6:28 PM,,Rock,,
47,concert,57,true,false,10:43 PM,3:55 PM,,Rock,,
48,concert,54,false,false,7:00 PM,12:02 PM,,Pop,,
49,concert,56,true,true,11:37 PM,4:27 PM,,Rock,,
50,concert,59,true,true,10:29 AM,8:28 AM,,Pop,,
51,concert,64,false,true,8:35 PM,2:41 AM,,Pop,,
52,concert,51,true,true,4:02 PM,6:17 PM,,Alternative,,
53,concert,45,true,false,10:55 AM,12:26 AM,,Alternative,,
54,concert,47,true,true,5:08 PM,7:08 AM,,Alternative,,
55,concert,72,true,true,10:58 AM,3:25 PM,,Rock,,
56,concert,80,true,false,11:33 PM,3:48 PM,,Pop,,
57,concert,66,false,true,5:49 PM,8:27 PM,,Pop,,
58,concert,49,true,false,8:00 AM,10:04 PM,,Pop,,
59,concert,56,false,true,12:07 PM,6:58 AM,,Pop,,
60,concert,36,true,false,3:57 PM,10:08 AM,,Pop,,
61,concert,52,true,false,12:29 PM,7:26 AM,,Rock,,
62,concert,52,false,true,8:22 AM,12:59 AM,,Pop,,
63,concert,50,true,true,6:18 AM,8:20 AM,,Alternative,,
64,concert,60,false,true,1:14 AM,4:41 PM,,Rock,,
65,concert,43,false,false,4:37 PM,9:30 AM,,Rap,,
66,concert,30,false,true,7:16 AM,9:32 AM,,Alternative,,
67,concert,44,true,true,1:17 AM,1:10 PM,,Alternative,,
68,concert,47,true,false,6:22 PM,1:23 AM,,Rap,,
69,concert,53,true,false,11:26 AM,5:06 AM,,Pop,,
70,concert,49,true,false,1:17 AM,5:42 PM,,Alternative,,
71,concert,40,true,true,9:42 PM,1:13 AM,,Rock,,
72,concert,41,false,false,12:50 AM,5:23 AM,,Rap,,
73,concert,45,false,false,8:32 PM,10:13 PM,,Alternative,,
74,concert,44,true,false,5:05 AM,1:11 PM,,Alternative,,
75,concert,42,true,true,12:06 AM,4:59 AM,,Rap,,
76,concert,51,true,true,5:35 AM,4:48 PM,,Pop,,
77,concert,34,true,true,5:21 PM,2:58 PM,,Pop,,
78,concert,58,true,false,3:56 AM,8:06 AM,,Rap,,
79,concert,47,false,false,6:19 PM,11:37 AM,,Rock,,
80,concert,56,false,false,9:49 PM,4:14 PM,,Rap,,
81,concert,47,false,true,7:03 AM,2:56 PM,,Alternative,,
82,concert,39,true,true,3:49 PM,1:49 PM,,Pop,,
83,concert,51,true,true,4:14 PM,10:42 AM,,Rock,,
84,concert,63,false,true,9:24 AM,2:31 PM,,Rap,,
85,concert,51,false,true,6:07 PM,7:49 AM,,Rap,,
86,concert,44,false,false,9:15 PM,7:36 PM,,Alternative,,
87,concert,40,true,true,12:11 AM,9:44 PM,,Pop,,
88,concert,45,false,false,6:45 AM,9:32 AM,,Alternative,,
89,concert,46,false,true,8:04 AM,9:10 AM,,Rock,,
90,concert,50,false,true,5:39 PM,8:39 PM,,Rock,,
91,concert,45,false,true,5:47 AM,6:49 AM,,Rock,,
92,concert,51,true,false,4:14 AM,3:29 PM,,Alternative,,
93,concert,29,false,false,12:04 AM,11:03 PM,,Rap,,
94,concert,59,true,false,2:56 AM,2:05 PM,,Pop,,
95,concert,62,true,false,1:18 PM,9:06 PM,,Pop,,
96,concert,48,true,false,1:39 PM,9:20 PM,,Alternative,,
97,concert,51,true,true,4:01 PM,8:13 AM,,Rock,,
98,concert,47,false,true,1:31 AM,6:03 PM,,Pop,,
99,concert,38,true,true,9:38 PM,6:44 AM,,Pop,,
100,concert,54,true,true,12:58 AM,9:35 AM,,Rap,,
101,concert,44,false,true,9:32 AM,10:38 AM,,Rap,,
102,concert,28,true,false,1:22 PM,8:08 AM,,Rap,,
103,concert,51,false,true,6:45 PM,7:48 AM,,Alternative,,
104,concert,39,true,false,9:23 PM,1:08 PM,,Pop,,
105,concert,32,false,true,9:46 AM,7:31 PM,,Pop,,
106,concert,52,false,false,7:00 PM,1:11 PM,,Rap,,
107,concert,61,false,true,7:24 PM,1:32 PM,,Alternative,,
108,concert,50,false,false,10:38 PM,8:59 AM,,Alternative,,
109,concert,64,true,true,12:12 AM,8:45 AM,,Pop,,
110,concert,57,false,false,6:03 PM,1:58 AM,,Pop,,
111,concert,45,false,true,8:38 PM,1:56 PM,,Rap,,
112,concert,66,true,true,7:56 PM,4:38 AM,,Rap,,
113,concert,43,true,true,9:42 PM,11:58 PM,,Rock,,
114,concert,54,true,true,10:53 AM,4:42 PM,,Alternative,,
115,concert,49,false,true,5:08 PM,5:21 AM,,Alternative,,
116,concert,48,true,true,5:14 AM,10:40 PM,,Alternative,,
117,concert,37,false,false,7:29 AM,11:24 PM,,Pop,,
118,concert,53,true,true,1:17 PM,9:33 AM,,Rock,,
119,concert,45,false,false,12:27 PM,4:48 PM,,Rock,,
120,concert,32,true,false,8:37 PM,3:32 PM,,Rock,,
121,concert,31,false,true,12:42 PM,7:35 PM,,Rap,,
122,concert,66,true,false,1:56 AM,3:23 AM,,Pop,,
123,concert,41,true,false,6:49 AM,4:07 PM,,Alternative,,
124,concert,51,true,true,5:08 AM,6:30 AM,,Alternative,,
125,concert,48,true,true,4:07 AM,10:13 PM,,Rock,,
126,concert,59,true,true,4:11 PM,6:12 PM,,Pop,,
127,concert,36,true,true,2:26 AM,1:11 PM,,Rap,,
128,concert,41,true,false,7:10 PM,11:33 PM,,Rap,,
129,concert,25,false,true,5:26 PM,2:19 PM,,Rock,,
130,concert,59,false,true,1:53 AM,7:15 AM,,Rap,,
131,concert,38,false,true,8:55 PM,8:29 PM,,Rap,,
132,concert,47,false,true,6:16 AM,2:01 AM,,Rap,,
133,concert,63,false,true,3:51 PM,9:52 PM,,Pop,,
134,concert,40,false,false,11:48 AM,10:53 AM,,Alternative,,
135,concert,51,false,false,11:08 AM,6:08 AM,,Rap,,
136,concert,42,true,true,4:42 AM,10:55 PM,,Alternative,,
137,concert,62,true,false,1:54 AM,2:32 AM,,Rap,,
138,concert,59,true,false,11:26 PM,8:11 AM,,Rap,,
139,concert,42,true,true,6:14 PM,10:14 PM,,Rap,,
140,concert,45,false,false,9:40 PM,10:07 PM,,Rock,,
141,concert,48,true,false,12:33 PM,3:22 AM,,Alternative,,
142,concert,46,false,false,4:59 AM,10:03 PM,,Pop,,
143,concert,27,false,true,5:34 PM,1:32 AM,,Rock,,
144,concert,47,false,true,5:17 PM,1:41 PM,,Pop,,
145,concert,50,true,true,2:03 AM,8:35 PM,,Alternative,,
146,concert,34,false,false,10:45 PM,5:28 AM,,Rap,,
147,concert,53,true,true,1:26 PM,10:41 AM,,Pop,,
148,concert,50,false,false,7:26 PM,9:14 AM,,Pop,,
149,concert,50,false,false,3:46 AM,11:29 PM,,Alternative,,
150,concert,44,true,false,3:18 PM,12:12 AM,,Alternative,,
151,concert,43,true,false,6:06 PM,12:11 PM,,Pop,,
152,concert,49,true,false,11:44 PM,9:34 PM,,Rock,,
153,concert,50,true,true,3:21 PM,8:49 AM,,Alternative,,
154,concert,43,true,true,7:09 PM,6:29 AM,,Rap,,
155,concert,40,false,true,3:24 AM,1:50 PM,,Alternative,,
