id,type,cost,weather_dpendence,pet_friendly,time_open,time_close,movie_genre,music_genre,hike_difficulty,cusine_type
1,restaurant,123,FALSE,false,9:44 PM,8:03 AM,,,,Japanese
2,restaurant,58,FALSE,true,10:20 PM,8:18 PM,,,,Moroccan
3,restaurant,38,FALSE,false,7:27 PM,9:36 AM,,,,Moroccan
4,restaurant,86,FALSE,false,2:52 PM,9:47 PM,,,,Italian
5,restaurant,34,FALSE,false,1:24 PM,2:13 PM,,,,Chinese
6,restaurant,20,FALSE,true,3:33 PM,5:41 PM,,,,American
7,restaurant,55,FALSE,false,3:06 PM,6:44 PM,,,,Mexican
8,restaurant,45,FALSE,false,8:28 PM,2:07 PM,,,,Japanese
9,restaurant,61,FALSE,false,4:58 AM,9:45 AM,,,,Japanese
10,restaurant,56,FALSE,false,3:36 PM,6:01 AM,,,,American
11,restaurant,61,FALSE,false,11:33 AM,12:25 AM,,,,Japanese
12,restaurant,50,FALSE,false,4:41 AM,5:10 PM,,,,Chinese
13,restaurant,48,FALSE,true,1:18 PM,5:08 PM,,,,Italian
14,restaurant,70,FALSE,true,4:59 PM,1:22 PM,,,,Japanese
15,restaurant,90,FALSE,false,1:35 PM,3:17 PM,,,,Moroccan
16,restaurant,70,FALSE,false,12:58 AM,5:48 PM,,,,Italian
17,restaurant,8,FALSE,true,2:09 AM,3:14 PM,,,,American
18,restaurant,49,FALSE,true,11:23 AM,1:56 PM,,,,Moroccan
19,restaurant,-2,FALSE,false,12:50 PM,4:16 AM,,,,Mexican
20,restaurant,45,FALSE,false,3:10 PM,6:27 PM,,,,Chinese
21,restaurant,17,FALSE,false,9:27 AM,5:49 PM,,,,Moroccan
22,restaurant,-3,FALSE,true,1:27 AM,1:56 PM,,,,Mexican
23,restaurant,32,FALSE,false,6:42 AM,1:17 AM,,,,Chinese
24,restaurant,89,FALSE,false,4:59 AM,8:02 AM,,,,Chinese
25,restaurant,60,FALSE,true,9:53 PM,9:26 PM,,,,Japanese
26,restaurant,42,FALSE,false,3:08 PM,4:29 PM,,,,Chinese
27,restaurant,74,FALSE,true,5:51 AM,4:43 AM,,,,Mexican
28,restaurant,84,FALSE,false,7:37 PM,2:24 AM,,,,Japanese
29,restaurant,72,FALSE,true,2:29 PM,9:55 AM,,,,Chinese
30,restaurant,113,FALSE,false,11:21 AM,11:21 AM,,,,Mexican
31,restaurant,67,FALSE,false,8:23 PM,11:17 AM,,,,Japanese
32,restaurant,112,FALSE,true,2:12 AM,10:03 PM,,,,Mexican
33,restaurant,79,FALSE,true,9:06 PM,4:12 PM,,,,Chinese
34,restaurant,57,FALSE,true,1:05 AM,7:43 AM,,,,Moroccan
35,restaurant,56,FALSE,true,1:48 PM,9:40 PM,,,,Japanese
36,restaurant,46,FALSE,false,3:50 AM,1:24 AM,,,,Italian
37,restaurant,48,FALSE,true,12:48 PM,6:29 AM,,,,Chinese
38,restaurant,45,FALSE,false,7:42 AM,4:42 PM,,,,Japanese
39,restaurant,63,FALSE,false,6:05 AM,3:30 PM,,,,American
40,restaurant,57,FALSE,true,11:45 PM,2:50 PM,,,,Moroccan
41,restaurant,20,FALSE,false,11:52 AM,1:30 AM,,,,Chinese
42,restaurant,73,FALSE,true,9:52 AM,6:55 PM,,,,Japanese
43,restaurant,64,FALSE,false,3:17 AM,11:01 PM,,,,Moroccan
44,restaurant,34,FALSE,false,7:03 PM,6:20 PM,,,,Mexican
45,restaurant,90,FALSE,true,10:50 AM,4:12 PM,,,,American
46,restaurant,79,FALSE,true,10:47 AM,11:59 AM,,,,Moroccan
47,restaurant,49,FALSE,false,1:20 PM,8:13 PM,,,,Japanese
48,restaurant,49,FALSE,false,9:48 AM,8:12 AM,,,,Mexican
49,restaurant,18,FALSE,false,2:43 PM,5:19 AM,,,,Italian
50,restaurant,63,FALSE,false,3:35 PM,10:29 PM,,,,Japanese
51,restaurant,84,FALSE,true,7:05 PM,10:44 PM,,,,Chinese
52,restaurant,66,FALSE,true,11:07 AM,11:02 PM,,,,Chinese
53,restaurant,67,FALSE,true,12:33 AM,10:14 AM,,,,Moroccan
54,restaurant,97,FALSE,true,1:33 PM,1:45 AM,,,,Japanese
55,restaurant,89,FALSE,true,12:55 PM,7:31 AM,,,,Chinese
56,restaurant,21,FALSE,false,8:16 PM,8:28 AM,,,,American
57,restaurant,36,FALSE,false,8:04 PM,10:11 AM,,,,Moroccan
58,restaurant,59,FALSE,true,10:40 AM,1:37 PM,,,,Moroccan
59,restaurant,70,FALSE,false,6:15 PM,4:16 PM,,,,American
60,restaurant,42,FALSE,false,11:35 AM,11:23 AM,,,,Italian
61,restaurant,92,FALSE,false,4:36 AM,7:44 PM,,,,Moroccan
62,restaurant,65,FALSE,false,4:33 PM,9:25 AM,,,,Mexican
63,restaurant,23,FALSE,true,2:17 PM,2:13 AM,,,,Chinese
64,restaurant,66,FALSE,true,3:13 PM,12:52 PM,,,,Mexican
65,restaurant,55,FALSE,false,9:26 PM,4:37 AM,,,,Japanese
66,restaurant,97,FALSE,false,11:37 AM,2:23 PM,,,,Japanese
67,restaurant,54,FALSE,false,12:47 AM,6:20 AM,,,,Japanese
68,restaurant,117,FALSE,false,4:21 AM,9:24 PM,,,,Moroccan
69,restaurant,59,FALSE,true,1:21 AM,9:01 AM,,,,Mexican
70,restaurant,73,FALSE,true,12:47 AM,2:47 PM,,,,Moroccan
71,restaurant,62,FALSE,false,1:48 AM,12:01 AM,,,,Chinese
72,restaurant,104,FALSE,false,8:43 PM,7:28 AM,,,,Chinese
73,restaurant,47,FALSE,true,9:43 PM,3:00 AM,,,,Moroccan
74,restaurant,32,FALSE,false,12:09 PM,8:20 AM,,,,American
75,restaurant,40,FALSE,false,10:13 AM,7:54 AM,,,,Moroccan
76,restaurant,22,FALSE,false,4:20 PM,8:11 PM,,,,Italian
77,restaurant,80,FALSE,true,9:26 PM,6:30 AM,,,,Mexican
78,restaurant,4,FALSE,false,6:31 PM,2:15 AM,,,,American
79,restaurant,72,FALSE,true,12:35 AM,5:24 PM,,,,Chinese
80,restaurant,90,FALSE,true,8:37 AM,11:46 AM,,,,American
81,restaurant,109,FALSE,false,9:55 AM,11:37 PM,,,,Italian
82,restaurant,68,FALSE,false,12:03 PM,4:29 AM,,,,Mexican
83,restaurant,50,FALSE,false,6:48 PM,7:23 AM,,,,American
84,restaurant,48,FALSE,false,1:08 PM,12:32 AM,,,,Mexican
85,restaurant,81,FALSE,true,11:00 PM,8:00 PM,,,,Moroccan
86,restaurant,69,FALSE,false,8:36 AM,3:01 AM,,,,Mexican
87,restaurant,111,FALSE,true,2:06 AM,6:47 PM,,,,Chinese
88,restaurant,98,FALSE,true,8:49 PM,9:04 PM,,,,Moroccan
89,restaurant,68,FALSE,false,9:01 AM,1:45 AM,,,,Moroccan
90,restaurant,56,FALSE,true,5:25 AM,3:11 AM,,,,Japanese
91,restaurant,14,FALSE,false,5:33 AM,2:28 AM,,,,Italian
92,restaurant,81,FALSE,false,11:11 PM,4:45 PM,,,,Italian
93,restaurant,32,FALSE,false,5:43 AM,11:44 PM,,,,American
94,restaurant,65,FALSE,true,6:55 AM,5:22 AM,,,,Moroccan
95,restaurant,54,FALSE,false,10:51 AM,8:08 PM,,,,Italian
96,restaurant,56,FALSE,true,6:40 PM,9:32 PM,,,,Chinese
97,restaurant,54,FALSE,false,10:47 AM,5:44 PM,,,,Moroccan
98,restaurant,17,FALSE,true,7:51 PM,12:04 PM,,,,Moroccan
99,restaurant,39,FALSE,false,4:08 AM,9:39 AM,,,,Mexican
100,restaurant,38,FALSE,true,12:58 PM,11:42 AM,,,,Moroccan
101,restaurant,96,FALSE,false,12:53 AM,10:36 AM,,,,Chinese
102,restaurant,76,FALSE,true,5:55 AM,5:50 PM,,,,Mexican
103,restaurant,32,FALSE,true,1:13 AM,9:26 AM,,,,Chinese
104,restaurant,19,FALSE,true,9:12 PM,7:33 AM,,,,Japanese
105,restaurant,16,FALSE,false,7:43 PM,9:10 PM,,,,Mexican
106,restaurant,85,FALSE,false,4:10 AM,1:39 AM,,,,Moroccan
